%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=208333, 2020/03/26 11:12:11.34)
1 14 2.747490e-01 1.065665e+00 -2.560369666741704941e+08 -2.560369666741704941e+08  7.350737915729361773e+08  4.913228068302867126e+10
2 27 2.564491e-01 1.074347e+00 -9.612891796259753704e+08 -9.612891796259753704e+08  5.151521927181306481e+08  6.098321633782727051e+10
3 40 2.406270e-01 1.080196e+00 -9.612891796259753704e+08 -1.997006957539700270e+08  3.232093503482418060e+09  3.746608010201116180e+10
4 53 2.286456e-01 1.082887e+00 -9.612891796259753704e+08 -2.568415584820784926e+08  8.730441734297022820e+08  4.033554464957752228e+10
5 66 2.236616e-01 1.091878e+00 -9.612891796259753704e+08 -7.141342843538852930e+08  1.137258814061692953e+08  1.766663233856017685e+10
6 79 2.100282e-01 1.096127e+00 -1.168097791459407091e+09 -1.168097791459407091e+09  2.781125711859921813e+08  2.558726820294657135e+10
7 92 2.015956e-01 1.118856e+00 -1.168097791459407091e+09 -2.569076353950817585e+08  4.011797266684162617e+09  9.541683317817515564e+10
8 105 1.946637e-01 1.132980e+00 -1.841551172544453144e+09 -1.841551172544453144e+09  6.769625167989701033e+08  2.917791590415046310e+10
9 118 1.912970e-01 1.147355e+00 -1.841551172544453144e+09 -5.679623065896091461e+08  3.564684370282855630e+08  4.020096188675956726e+10
10 131 1.873966e-01 1.157804e+00 -2.640352341655860424e+09 -2.640352341655860424e+09  2.361305281908613205e+09  7.823841942430438232e+10
11 144 1.859387e-01 1.172736e+00 -8.738841170776346207e+09 -8.738841170776346207e+09  9.441636702097531557e+08  1.710542155555825043e+10
12 157 1.879173e-01 1.201600e+00 -8.738841170776346207e+09 -4.804253954414427757e+09  2.534968167302677631e+09  3.835949298738818359e+10
13 170 1.892306e-01 1.236894e+00 -1.348520619443720436e+10 -1.348520619443720436e+10  1.571514873635177612e+08  8.906628935584094238e+10
14 183 1.921572e-01 1.260008e+00 -1.348520619443720436e+10 -2.931605919409962654e+09  3.929045135827478409e+09  8.257214302957728577e+10
15 196 1.883414e-01 1.278731e+00 -1.348520619443720436e+10 -4.617572603765368462e+09  1.989998176437044144e+08  6.278316015069571686e+10
16 209 1.815842e-01 1.292456e+00 -1.348520619443720436e+10 -3.591041418101215839e+09  9.109337535580177307e+08  8.734703579371348572e+10
17 222 1.789442e-01 1.317221e+00 -1.348520619443720436e+10 -1.057532429403821564e+10  3.166234062030256271e+09  5.811570995890912628e+10
18 235 1.803495e-01 1.329385e+00 -1.348520619443720436e+10 -5.876362586101743698e+09 -1.020201929881543875e+09  1.401311604331167793e+10
19 248 1.770736e-01 1.340144e+00 -1.348520619443720436e+10 -8.980963268827816010e+09  1.028831268065856576e+09  1.287143139366834717e+11
20 261 1.759138e-01 1.344581e+00 -1.348520619443720436e+10 -1.132903954697659302e+10 -6.420522785791707039e+08  1.593694288067386169e+11
21 274 1.803695e-01 1.355676e+00 -1.348520619443720436e+10 -9.906823114780982971e+09 -3.961979106503789425e+08  5.266646280159304619e+09
22 287 1.844977e-01 1.366930e+00 -1.348520619443720436e+10 -8.954950564432359695e+09  2.973172299022915840e+09  7.635220683095520020e+10
23 300 1.874371e-01 1.369686e+00 -1.348520619443720436e+10 -3.305529771916526318e+09  9.710449047701158524e+08  2.870534250615133286e+10
24 313 1.919831e-01 1.372791e+00 -2.133931056424914169e+10 -2.133931056424914169e+10 -2.722702569426790476e+08  1.145171701975113373e+11
25 326 1.954682e-01 1.378346e+00 -2.133931056424914169e+10 -8.794496202854654312e+09 -7.460745716057831049e+08  7.136222047468768311e+10
26 339 1.927914e-01 1.379452e+00 -2.133931056424914169e+10 -4.809333179910647392e+09  3.324562373586834908e+09  2.275296550413581085e+10
27 352 1.915077e-01 1.379464e+00 -2.133931056424914169e+10 -1.019634924437891388e+10  1.288852709368543148e+09  3.940386880610903168e+10
28 365 1.921050e-01 1.383480e+00 -2.133931056424914169e+10 -7.680344933503617287e+09  1.458768168777858353e+10  7.313636200370780945e+10
29 378 2.014995e-01 1.388031e+00 -2.133931056424914169e+10 -8.841512920370635986e+09 -5.819937581036291122e+08  5.367509970035034180e+09
30 391 2.132257e-01 1.394041e+00 -2.133931056424914169e+10 -5.465552309831155777e+09  2.950193876991361141e+09  1.589990409403274918e+10
31 404 2.247900e-01 1.413969e+00 -2.133931056424914169e+10 -2.518884949944102764e+09  2.310840626282831669e+09  2.351748759043139648e+10
32 417 2.340878e-01 1.443509e+00 -2.133931056424914169e+10 -3.860054810618638039e+09  6.340791768445974588e+08  9.483491169344766235e+10
33 430 2.284840e-01 1.465631e+00 -2.133931056424914169e+10 -4.598935141390461922e+09  5.003758550347055197e+08  1.133062480348141861e+10
34 443 2.187909e-01 1.478841e+00 -2.133931056424914169e+10 -9.921345249882328033e+09 -4.674165408488747478e+07  1.298418359117909622e+10
