%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=208333, 2020/03/26 11:12:11.34)
1 14 -2.560369666741704941e+08 0 0 6.325610e-01 -2.683628e-01 7.111072e-02 3.771883e-01 6.667328e-01 5.994229e-01 3.978512e-01 8.953112e-01 4.463186e-01 1.220369e+00 4.546995e-01 -5.206211e-01 6.479522e-01 1.661771e+00 7.013652e-01 5.549401e-01 2.985789e-01 3.215825e-01 6.200261e-02 1.278084e+00 5.452254e-01 5.118490e-01 5.869908e-01 6.779300e-01 
2 27 -9.612891796259753704e+08 0 0 7.010320e-01 4.766699e-02 -3.645694e-02 1.962275e-01 9.952527e-01 1.056332e+00 2.295334e-01 1.041061e+00 1.013855e+00 1.068505e+00 5.597559e-01 -4.757729e-02 8.646998e-01 1.394055e+00 6.999649e-01 9.423313e-01 7.011550e-01 2.474511e-01 8.378316e-01 4.451320e-01 9.577073e-01 7.487685e-01 5.764726e-01 6.100975e-01 
3 40 -1.997006957539700270e+08 0 0 1.272725e+00 3.036052e-01 6.761690e-01 7.203289e-01 9.031226e-01 1.779166e+00 -4.384688e-03 1.054078e+00 1.062189e+00 5.833177e-01 4.444896e-01 -4.975268e-01 7.980239e-01 1.289021e+00 8.557587e-01 9.688801e-01 4.158423e-01 3.986594e-01 1.152399e-01 6.257152e-01 3.958263e-01 7.815435e-01 8.395871e-01 4.989020e-01 
4 53 -2.568415584820784926e+08 0 0 9.024385e-01 2.458419e-01 8.602478e-01 4.093683e-01 1.352001e+00 5.336920e-01 4.628182e-01 7.204911e-01 7.932310e-01 9.155252e-01 1.053360e+00 -2.235774e-01 8.631168e-01 1.055151e+00 6.662731e-01 8.381361e-01 5.022159e-01 2.995581e-01 1.027258e+00 5.596009e-01 6.355457e-01 6.582099e-01 8.854729e-01 5.944456e-01 
5 66 -7.141342843538852930e+08 0 0 9.892840e-01 2.006055e-02 3.322348e-01 5.971451e-01 1.063148e+00 9.734480e-01 3.581967e-01 1.480424e+00 6.905672e-01 7.616431e-01 9.242712e-01 -2.064927e-01 6.586055e-01 1.026274e+00 4.434483e-01 7.367034e-01 4.565854e-01 1.929169e-01 9.315685e-01 4.428723e-01 2.776583e-01 1.081091e+00 4.512604e-01 3.625824e-01 
6 79 -1.168097791459407091e+09 0 0 8.019344e-01 1.101491e-01 5.474835e-01 5.753806e-01 1.118484e+00 1.216755e+00 2.642661e-01 1.330935e+00 7.903310e-01 1.795060e-01 5.166229e-01 2.251852e-01 7.764709e-01 1.210380e+00 5.210173e-01 4.626130e-01 2.787390e-01 3.479207e-01 1.066264e+00 4.736498e-01 2.947610e-01 8.677217e-01 6.309090e-01 6.068262e-01 
7 92 -2.569076353950817585e+08 0 0 4.153011e-01 2.213437e-01 5.820588e-01 5.129830e-01 1.151500e+00 1.212385e+00 3.188651e-01 1.110564e+00 8.223754e-01 6.202523e-01 9.435094e-01 1.469658e-01 1.326124e-01 1.260366e+00 8.479651e-01 7.541582e-01 7.568142e-01 3.648245e-01 7.916629e-01 7.981838e-01 4.415146e-01 3.990711e-01 5.415348e-01 3.344123e-01 
8 105 -1.841551172544453144e+09 0 0 8.968259e-01 3.607831e-01 5.890632e-01 6.967101e-01 6.750337e-01 7.795305e-01 3.377552e-01 1.026451e+00 6.175473e-01 7.433816e-01 1.207431e+00 -1.678692e-01 7.661887e-01 1.245578e+00 5.722779e-01 8.912209e-01 2.828212e-01 9.624574e-02 9.184861e-01 4.290657e-01 2.873037e-01 6.381725e-01 5.105276e-01 3.258746e-01 
9 118 -5.679623065896091461e+08 0 0 4.387568e-01 8.978677e-01 3.560703e-01 1.044738e+00 5.416427e-01 6.873573e-01 1.266308e-01 1.092788e+00 9.504023e-01 6.006363e-01 1.164218e+00 1.355111e-01 3.140719e-01 1.013855e+00 4.767871e-01 6.575954e-01 3.152652e-01 -8.321098e-02 1.158537e+00 6.368905e-01 2.624376e-01 6.380075e-01 7.326585e-01 4.975238e-01 
10 131 -2.640352341655860424e+09 0 0 8.264936e-01 4.767808e-01 3.169464e-01 7.958917e-01 3.596274e-01 9.598010e-01 -2.139407e-01 1.287332e+00 6.656994e-01 6.204542e-01 1.295894e+00 -1.421369e-01 7.142059e-01 1.087941e+00 7.971196e-01 6.858549e-01 5.159796e-01 -2.610443e-01 8.714465e-01 4.905823e-01 3.192754e-01 7.809052e-01 3.182990e-01 4.471011e-01 
