%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211378, 2020/04/1 15:16:57.79)
1 14 2.726173e-01 1.047761e+00 -3.289947676969226599e+08 -3.289947676969226599e+08  2.000000000000000000e+08  2.000000000000000000e+08
2 27 2.684466e-01 1.073188e+00 -3.289947676969226599e+08 -5.144872897203144431e+07 -1.169618285370841331e+05  2.000000000000000000e+08
3 40 2.719535e-01 1.117977e+00 -3.861325352106465101e+08 -3.861325352106465101e+08 -5.720277260880740359e+06  1.231701862053338066e+07
4 53 2.761599e-01 1.151474e+00 -6.063518349502617121e+08 -6.063518349502617121e+08 -8.862897468668146059e+06  2.000000000000000000e+08
5 66 2.758648e-01 1.177857e+00 -6.063518349502617121e+08 -4.916645530223525763e+08 -1.334199162111736834e+08 -3.982195890124274045e+07
6 79 2.735251e-01 1.197931e+00 -6.728527038238816261e+08 -6.728527038238816261e+08 -1.153458988324836791e+08  8.410692856797899367e+03
7 92 2.771648e-01 1.217669e+00 -6.728527038238816261e+08 -4.752347722416753769e+08 -2.041614431461331844e+08  2.000000000000000000e+08
8 105 2.754357e-01 1.233524e+00 -7.226030263917229176e+08 -7.226030263917229176e+08 -2.603963555613883734e+08 -3.467243386173532903e+07
9 118 2.684942e-01 1.243119e+00 -7.226030263917229176e+08 -4.521269930346305370e+08 -3.440389903463028073e+08  3.671209925078849774e+05
10 131 2.590729e-01 1.249357e+00 -7.290887394675512314e+08 -7.290887394675512314e+08 -2.605748450198220909e+08 -9.708332882773237303e+06
11 144 2.599557e-01 1.250759e+00 -7.290887394675512314e+08 -6.194515086520870924e+08 -2.938734902383275032e+08 -2.917216762834164780e+06
12 157 2.609959e-01 1.253740e+00 -7.290887394675512314e+08 -6.207659431328341961e+08 -2.404799125062293112e+08 -1.632361875364238769e+07
13 170 2.612032e-01 1.255116e+00 -7.290887394675512314e+08 -5.987748073540701866e+08 -3.079223879587968588e+08 -3.840248590702651534e+06
14 183 2.656532e-01 1.257658e+00 -7.989116218551485538e+08 -7.989116218551485538e+08 -3.274625308447746634e+08 -6.792071081036098301e+07
15 196 2.622906e-01 1.260537e+00 -7.989116218551485538e+08 -7.571692637055903673e+08 -3.314444109081483483e+08 -1.654419144953676686e+07
16 209 2.613647e-01 1.271117e+00 -8.578030405841890574e+08 -8.578030405841890574e+08 -3.264214469860558510e+08 -1.985584208030284345e+08
17 222 2.569628e-01 1.281122e+00 -8.578030405841890574e+08 -7.865168352238167524e+08 -3.977287483577497005e+08 -1.578429632363023758e+08
18 235 2.475344e-01 1.288586e+00 -8.596680260137518644e+08 -8.596680260137518644e+08 -3.661939929420377016e+08 -1.673776720418594480e+08
19 248 2.426830e-01 1.298469e+00 -1.103811684636525154e+09 -1.103811684636525154e+09 -3.880811113595421314e+08 -5.528426027818133682e+07
20 261 2.337506e-01 1.307625e+00 -1.103811684636525154e+09 -7.826078762849106789e+08 -4.239905524033571482e+08 -5.252095224072375149e+07
21 274 2.244778e-01 1.307509e+00 -1.103811684636525154e+09 -9.809330510954946280e+08 -5.067459806595436335e+08 -1.111369794803533107e+08
22 287 2.149672e-01 1.308975e+00 -1.103811684636525154e+09 -1.083782181745868444e+09 -5.039515660985266566e+08 -1.106113328442057371e+08
23 300 2.113310e-01 1.308992e+00 -1.363341550125349283e+09 -1.363341550125349283e+09 -5.834298475040079355e+08 -3.886869116401680708e+08
24 313 2.085417e-01 1.307372e+00 -1.363341550125349283e+09 -1.025353945000004530e+09 -7.829791945708421469e+08 -2.034045017136547565e+08
25 326 2.014551e-01 1.314788e+00 -1.363341550125349283e+09 -1.065003875364824057e+09 -6.547386552361673117e+08 -2.974346489268504977e+08
26 339 2.069604e-01 1.338544e+00 -1.363341550125349283e+09 -9.581765929505248070e+08 -6.749061000800077915e+08 -1.118128350486253649e+08
27 352 2.094444e-01 1.348385e+00 -1.363341550125349283e+09 -1.084727444364078522e+09 -7.675594189344677925e+08 -1.080285088988931626e+08
28 365 2.034730e-01 1.353770e+00 -1.363341550125349283e+09 -1.127310556434374809e+09 -6.657578879656796455e+08 -2.962693436663364172e+08
29 378 2.030019e-01 1.362496e+00 -1.363341550125349283e+09 -1.071306716237958431e+09 -6.565515115326294899e+08 -2.293995191645489037e+08
30 391 2.077539e-01 1.361652e+00 -1.363341550125349283e+09 -9.185381677302834988e+08 -6.783416311340581179e+08 -4.014134435205653906e+08
31 404 2.056614e-01 1.369844e+00 -1.363341550125349283e+09 -8.230537737199761868e+08 -5.658623486235089302e+08 -1.307478257417360097e+08
32 417 2.032832e-01 1.386175e+00 -1.363341550125349283e+09 -1.212939150303633213e+09 -3.850773357424044013e+08 -3.042868821723200083e+08
33 430 2.099147e-01 1.417514e+00 -1.363341550125349283e+09 -1.162043680315814257e+09 -5.465410951883480549e+08 -2.235693854572815299e+08
34 443 2.115911e-01 1.435755e+00 -1.363341550125349283e+09 -8.054794067983337641e+08 -4.743544051459226012e+08 -2.427734600928730965e+08
35 456 2.110125e-01 1.442818e+00 -1.363341550125349283e+09 -1.025717566083223701e+09 -5.566443698979252577e+08 -8.230681665627877414e+07
36 469 2.089003e-01 1.447537e+00 -1.363341550125349283e+09 -9.813534158297109604e+08 -5.150245771882584095e+08 -4.668223543214487284e+07
37 482 2.101996e-01 1.455087e+00 -1.363341550125349283e+09 -8.663373049266729355e+08 -6.635377497335995436e+08 -2.905698831879461408e+08
38 495 2.060323e-01 1.460113e+00 -1.363341550125349283e+09 -1.284905798892236948e+09 -7.329159278458037376e+08 -1.042202806348374933e+08
39 508 1.984044e-01 1.464270e+00 -1.363341550125349283e+09 -1.248445323435913563e+09 -8.175286486647760868e+08 -3.531842830551218987e+07
40 521 1.882219e-01 1.468941e+00 -1.363341550125349283e+09 -1.206414231512050152e+09 -8.776578954573488235e+08 -3.079577890063146949e+08
41 534 1.819106e-01 1.475284e+00 -1.363341550125349283e+09 -1.173057496164039135e+09 -9.168755363598339558e+08 -2.184602884295315742e+08
42 547 1.739574e-01 1.481085e+00 -1.363341550125349283e+09 -1.276184175155918598e+09 -8.584275366815868616e+08 -1.021024765262713432e+08
