%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211378, 2020/04/1 15:16:57.79)
0 1 0 0 0 5.984074e-01 8.221385e-01 3.857106e-01 7.564714e-01 7.228467e-01 9.757038e-01 6.572554e-01 6.843004e-01 7.345617e-01 2.471186e-01 9.902757e-01 9.452842e-01 5.536155e-01 9.253558e-01 8.460209e-01 5.841618e-02 5.425315e-01 3.918554e-01 6.710747e-01 9.746568e-01 2.154422e-01 2.761903e-01 9.768884e-01 2.760220e-01 
1 14 0 0 0 4.190846e-01 8.303870e-01 3.913890e-01 1.087842e+00 9.045777e-01 1.073069e+00 5.611558e-01 4.161946e-01 7.625641e-01 4.184255e-01 1.106585e+00 8.492273e-01 4.737584e-01 7.925758e-01 1.052990e+00 -2.928278e-02 5.080579e-01 3.640326e-01 5.001962e-01 1.053715e+00 5.622772e-01 2.858799e-01 8.060510e-01 1.804450e-01 
2 27 0 0 0 1.759031e-01 7.109062e-01 5.992235e-01 1.017867e+00 1.044078e+00 1.350849e+00 3.828588e-01 3.731756e-01 8.122939e-01 2.314631e-01 9.902988e-01 7.691440e-01 7.143399e-01 6.427276e-01 1.017555e+00 1.333301e-01 4.730099e-01 3.151094e-01 5.320316e-01 9.563871e-01 7.108228e-01 3.255038e-01 6.693064e-01 6.595309e-03 
3 40 0 0 0 6.279771e-02 5.472759e-01 5.114660e-01 1.025783e+00 1.175118e+00 1.228277e+00 2.424584e-01 4.043213e-01 7.337994e-01 7.418977e-02 7.124913e-01 5.391806e-01 7.306915e-01 5.998880e-01 7.922682e-01 1.419044e-01 1.233791e-01 2.562569e-01 3.202862e-01 1.132511e+00 7.727768e-01 3.274321e-01 6.828011e-01 -2.733341e-02 
4 53 0 0 0 1.160862e-01 3.638669e-01 4.565788e-01 1.056156e+00 1.125641e+00 1.295701e+00 5.286067e-02 3.081590e-01 5.140013e-01 2.301942e-01 7.861122e-01 5.277880e-01 6.853205e-01 6.149365e-01 8.808296e-01 2.897654e-01 -1.364043e-01 3.976081e-01 1.873341e-01 1.017960e+00 6.623366e-01 1.820165e-01 7.575961e-01 -1.476933e-01 
5 66 0 0 0 1.531992e-01 4.457753e-01 4.857836e-01 1.059826e+00 1.071027e+00 1.214119e+00 -5.095663e-02 4.382654e-01 5.760263e-01 1.738794e-01 8.759230e-01 4.444928e-01 9.345257e-01 6.520907e-01 9.543836e-01 4.127343e-01 -2.047845e-01 5.332374e-01 1.914147e-01 9.882594e-01 6.114434e-01 2.551487e-01 4.851157e-01 6.349465e-03 
6 79 0 0 0 -2.729623e-02 6.251335e-01 4.307213e-01 1.026380e+00 1.189956e+00 1.578049e+00 -1.594231e-01 5.768106e-01 6.897567e-01 1.783820e-01 8.806293e-01 7.142406e-01 9.964607e-01 8.691036e-01 1.045337e+00 3.892545e-01 -1.241005e-01 6.235693e-01 1.804805e-01 7.992151e-01 5.198508e-01 1.738259e-01 5.767029e-01 8.271051e-02 
7 92 0 0 0 -4.185335e-02 4.463247e-01 5.624269e-01 1.044519e+00 1.147064e+00 1.632911e+00 -2.070516e-01 9.022250e-01 6.690648e-01 1.784858e-01 8.330321e-01 7.292697e-01 1.151869e+00 7.357491e-01 1.031392e+00 3.206300e-01 -3.227100e-01 9.354431e-01 1.621869e-01 8.608319e-01 4.681492e-01 2.724760e-02 6.129565e-01 1.151510e-01 
8 105 0 0 0 -1.038733e-01 4.715768e-01 6.810330e-01 1.061989e+00 1.109027e+00 1.499898e+00 -2.145482e-01 8.312388e-01 7.587097e-01 3.315821e-01 8.768945e-01 5.825476e-01 1.118392e+00 6.124274e-01 1.357781e+00 2.549243e-01 -8.702487e-03 8.648227e-01 2.476783e-02 1.047735e+00 3.795360e-01 -1.285757e-01 4.216449e-01 5.339272e-02 
9 118 0 0 0 -1.069423e-02 8.020107e-01 7.733318e-01 1.003992e+00 9.577203e-01 1.369639e+00 -5.487084e-02 8.519059e-01 6.249598e-01 4.573685e-01 1.143259e+00 4.809417e-01 1.012350e+00 6.528640e-01 1.294200e+00 3.512337e-01 -1.760775e-01 8.055000e-01 8.557380e-02 9.982740e-01 2.388122e-01 -1.225163e-01 4.067995e-01 2.736083e-01 
10 131 0 0 0 1.424935e-01 8.699900e-01 6.681739e-01 9.427005e-01 1.023457e+00 1.185695e+00 2.574679e-03 9.251731e-01 7.127725e-01 4.952732e-01 1.145597e+00 5.177225e-01 1.065394e+00 9.272445e-01 1.115942e+00 2.902348e-01 1.858901e-02 8.815038e-01 -2.137763e-02 1.186356e+00 1.505748e-01 -6.670673e-02 6.638587e-01 4.317175e-01 
11 144 0 0 0 1.232410e-01 1.109540e+00 6.644041e-01 9.639257e-01 9.751698e-01 9.726164e-01 9.986736e-02 7.226718e-01 7.546060e-01 6.793977e-01 1.212020e+00 5.326067e-01 1.249017e+00 8.035281e-01 1.037950e+00 4.080384e-01 3.992601e-02 8.763141e-01 -2.865888e-01 1.049220e+00 1.019082e-01 -3.752510e-02 6.658754e-01 6.489068e-01 
12 157 0 0 0 3.102754e-01 1.188239e+00 6.911217e-01 8.766728e-01 1.057093e+00 1.032735e+00 3.810061e-02 5.727688e-01 6.298212e-01 6.801052e-01 1.243485e+00 3.723573e-01 1.407245e+00 8.555397e-01 1.168006e+00 5.851784e-01 8.829878e-02 1.043149e+00 -2.430874e-01 1.170693e+00 6.625752e-02 4.172026e-02 6.566774e-01 6.140448e-01 
13 170 0 0 0 3.092883e-01 1.094703e+00 7.117515e-01 8.192632e-01 1.157620e+00 1.117427e+00 1.360802e-02 4.283258e-01 5.604284e-01 5.212727e-01 1.230814e+00 3.345327e-01 1.239160e+00 7.022618e-01 1.257709e+00 8.714039e-01 1.522103e-01 9.543359e-01 -8.482192e-02 1.241712e+00 2.124978e-01 9.684903e-02 3.843471e-01 9.236781e-01 
14 183 0 0 0 4.400258e-01 1.221504e+00 9.891483e-01 8.482958e-01 1.122211e+00 1.137360e+00 -9.667534e-02 4.708111e-01 7.487377e-01 6.728647e-01 1.097819e+00 4.360219e-01 1.154973e+00 6.623046e-01 1.231488e+00 7.977830e-01 8.794411e-02 8.701402e-01 -8.673141e-02 1.110958e+00 1.011718e-01 7.043567e-02 2.579360e-01 1.281371e+00 
15 196 0 0 0 4.453880e-01 1.201111e+00 8.312247e-01 9.151416e-01 1.210897e+00 1.137482e+00 -1.847894e-01 4.764353e-01 6.651086e-01 5.730860e-01 1.243748e+00 4.055020e-01 1.016097e+00 6.835194e-01 1.289883e+00 7.122597e-01 4.621851e-02 1.005926e+00 -1.889151e-01 1.015529e+00 9.351031e-02 2.141376e-01 1.202122e-01 1.228737e+00 
