%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211378, 2020/04/1 15:16:57.79)
1 14 -3.289947676969226599e+08 0 0 1.026093e-01 1.022811e+00 4.173913e-01 1.522917e+00 9.228676e-01 1.157846e+00 6.167996e-01 9.313506e-02 5.021613e-01 4.584001e-01 9.972302e-01 5.740604e-01 4.779013e-01 7.272674e-01 1.056768e+00 2.981154e-01 2.791064e-01 4.632039e-01 1.213419e-01 8.809841e-01 6.535168e-01 4.811532e-01 5.768135e-01 2.553127e-01 
2 27 -5.144872897203144431e+07 0 0 3.217710e-01 5.781842e-01 5.927555e-01 1.076192e+00 1.057374e+00 1.364050e+00 4.512382e-01 -2.132603e-02 9.526861e-01 2.171226e-01 9.249254e-01 7.552254e-01 6.855316e-01 5.567264e-01 9.223155e-01 3.042511e-01 7.447305e-01 6.218809e-01 6.954031e-01 1.009149e+00 6.808325e-01 4.355010e-01 4.931092e-01 -8.983057e-02 
3 40 -3.861325352106465101e+08 0 0 -9.250164e-02 5.077862e-01 5.693330e-01 1.026788e+00 1.176842e+00 1.502166e+00 3.541697e-02 4.061191e-01 5.363019e-01 1.424395e-01 4.421292e-01 4.010995e-01 6.700825e-01 5.744833e-01 7.259309e-01 2.541656e-01 4.083891e-02 3.913436e-02 1.007815e-01 1.370962e+00 1.071792e+00 5.196004e-01 6.036610e-01 -2.010136e-01 
4 53 -6.063518349502617121e+08 0 0 2.227153e-01 1.773066e-01 4.318209e-01 1.141866e+00 8.813714e-01 1.267635e+00 1.115062e-01 6.926592e-02 2.025322e-01 4.270063e-03 7.789999e-01 5.762980e-01 4.049935e-01 3.194113e-01 7.794786e-01 2.807613e-01 -3.470200e-01 3.091574e-01 -3.046668e-02 1.052346e+00 2.065681e-01 4.260873e-02 8.529705e-01 -3.738006e-01 
5 66 -4.916645530223525763e+08 0 0 5.446472e-01 5.138172e-01 1.841776e-01 1.318024e+00 1.380585e+00 1.399195e+00 1.256078e-01 7.607266e-01 2.701166e-01 2.504508e-01 1.160974e+00 7.163626e-01 1.025318e+00 6.661332e-01 1.031268e+00 1.583165e-01 -3.857540e-01 6.963774e-01 1.504179e-01 1.172832e+00 5.324766e-01 1.756025e-01 6.257869e-01 4.528485e-02 
6 79 -6.728527038238816261e+08 0 0 2.115231e-02 7.230377e-01 1.829141e-01 1.143213e+00 1.184933e+00 2.079429e+00 -7.193422e-02 4.958394e-01 7.171507e-01 2.447629e-01 1.013038e+00 9.874743e-01 7.768557e-01 7.429925e-01 1.329396e+00 3.426628e-01 -9.939575e-02 8.815330e-01 1.627644e-01 5.751724e-01 4.973106e-01 6.887119e-02 6.333678e-01 4.317777e-03 
7 92 -4.752347722416753769e+08 0 0 6.206201e-02 5.130900e-01 5.705870e-01 1.281821e+00 1.118746e+00 1.926747e+00 -3.326372e-01 8.152509e-01 7.719316e-01 2.794354e-01 8.216751e-01 5.895571e-01 1.010812e+00 6.844228e-01 8.855617e-01 3.966495e-01 -3.835711e-01 9.268730e-01 2.749461e-01 7.878944e-01 3.909220e-01 -1.273772e-01 6.977772e-01 6.912037e-02 
8 105 -7.226030263917229176e+08 0 0 -3.196591e-01 5.048840e-01 9.791834e-01 1.335421e+00 1.125350e+00 1.706631e+00 -3.148207e-01 6.154971e-01 1.325640e+00 5.085432e-01 7.823429e-01 6.701704e-01 1.193252e+00 5.220238e-01 1.553664e+00 1.302077e-01 2.232889e-02 7.976105e-01 -5.246311e-02 1.365232e+00 4.930567e-01 -4.011627e-02 5.011673e-01 -1.891882e-01 
9 118 -4.521269930346305370e+08 0 0 -1.512819e-01 3.571277e-01 9.751282e-01 1.014996e+00 1.132434e+00 1.653594e+00 -9.015472e-01 2.888881e-01 1.110657e+00 1.988744e-01 8.911507e-01 6.603275e-01 1.158425e+00 6.794151e-01 1.454638e+00 3.188392e-01 5.639569e-02 4.157629e-01 6.047402e-02 8.722852e-01 3.889621e-01 -7.125456e-02 -6.287140e-02 1.945406e-01 
10 131 -7.290887394675512314e+08 0 0 1.535938e-01 9.941067e-01 7.387639e-01 9.899057e-01 1.055124e+00 1.333334e+00 5.821528e-02 8.114772e-01 9.441190e-01 5.180107e-01 1.134164e+00 5.001316e-01 1.308498e+00 1.214109e+00 9.191683e-01 7.756657e-02 9.782828e-02 7.861101e-01 -5.435356e-02 1.571213e+00 4.761557e-01 3.781616e-02 6.935244e-01 4.706314e-01 
11 144 -6.194515086520870924e+08 0 0 3.647099e-02 1.200342e+00 7.774973e-01 7.782798e-01 6.578298e-01 1.108231e+00 9.449920e-02 8.117426e-01 6.991009e-01 7.918594e-01 1.168922e+00 7.130635e-01 1.368498e+00 1.061003e+00 9.844948e-01 2.518719e-01 4.622705e-02 9.457334e-01 -5.473971e-01 1.009523e+00 2.640135e-01 -8.605944e-02 7.304591e-01 3.150150e-01 
12 157 -6.207659431328341961e+08 0 0 2.717567e-01 1.147995e+00 5.050313e-01 6.049823e-01 1.091079e+00 9.380898e-01 8.846129e-02 3.349385e-01 2.947333e-01 5.756427e-01 1.551977e+00 1.896886e-01 1.501938e+00 7.640903e-01 1.180715e+00 6.113871e-01 1.062327e-01 1.307583e+00 -2.632259e-01 1.108291e+00 1.758193e-02 -1.422425e-01 5.407611e-01 9.312743e-01 
13 170 -5.987748073540701866e+08 0 0 3.447383e-01 1.153409e+00 7.884156e-01 5.409357e-01 9.401391e-01 1.103995e+00 1.515982e-01 1.060564e-01 5.840583e-01 5.901785e-01 1.103386e+00 -2.836990e-02 1.145980e+00 5.972832e-01 1.300413e+00 1.176466e+00 7.626342e-02 1.100110e+00 -2.136788e-01 1.132178e+00 2.352772e-01 1.430121e-01 3.181953e-01 1.071252e+00 
14 183 -7.989116218551485538e+08 0 0 4.248159e-01 1.230724e+00 1.186490e+00 9.547741e-01 1.213691e+00 1.321366e+00 -1.938281e-01 5.935913e-01 9.313422e-01 1.039083e+00 1.126237e+00 4.573716e-01 8.873266e-01 5.864060e-01 9.947789e-01 6.342874e-01 -1.084498e-01 1.276352e+00 -2.485469e-02 9.630602e-01 1.750069e-01 6.889675e-02 -3.403108e-02 1.618769e+00 
15 196 -7.571692637055903673e+08 0 0 4.527127e-01 1.015546e+00 6.775943e-01 1.066098e+00 1.035394e+00 1.030581e+00 -2.942223e-01 6.528149e-01 7.889173e-01 7.400066e-01 9.865532e-01 6.585595e-01 5.121282e-01 9.039677e-01 1.995549e+00 4.825068e-01 1.650438e-01 1.251432e+00 -4.046008e-01 1.051631e+00 -1.169349e-01 -1.513748e-02 -2.297114e-01 1.303767e+00 
16 209 -8.578030405841890574e+08 0 0 3.579405e-01 1.064535e+00 1.051477e+00 1.198290e+00 1.178403e+00 1.200392e+00 -1.209984e-01 2.471295e-01 4.770335e-01 6.286597e-01 1.468666e+00 9.972144e-01 1.051542e+00 4.859901e-01 1.511151e+00 8.143551e-01 2.695934e-02 9.911264e-01 -1.359861e-02 1.141563e+00 -2.561598e-01 2.843164e-01 1.638608e-01 1.534165e+00 
17 222 -7.865168352238167524e+08 0 0 4.893330e-01 7.346484e-01 5.480761e-01 9.655063e-01 1.817439e+00 1.331409e+00 -3.184913e-01 -1.238457e-01 7.582208e-01 6.632301e-01 1.196753e+00 1.853828e-01 6.303895e-01 5.292393e-01 1.237387e+00 5.920898e-01 3.773437e-02 7.332317e-01 -6.001780e-01 1.518254e+00 2.013969e-01 4.598356e-01 -3.116027e-01 9.016205e-01 
18 235 -8.596680260137518644e+08 0 0 6.623096e-01 1.371590e+00 3.644740e-01 1.139214e+00 1.071811e+00 1.325159e+00 -5.778126e-01 1.795256e-01 5.520949e-01 8.940667e-01 1.745893e+00 4.488895e-01 9.242297e-01 5.396921e-01 1.108514e+00 6.628710e-01 1.248620e-01 9.142015e-01 6.246327e-02 1.005436e+00 -4.402447e-02 2.101806e-01 1.380132e-01 1.132254e+00 
19 248 -1.103811684636525154e+09 0 0 3.893069e-01 9.005776e-01 6.631986e-01 1.673132e+00 1.481024e+00 1.757863e+00 -6.882181e-01 -2.211259e-01 4.222918e-01 9.349836e-01 1.444071e+00 3.800782e-01 1.211050e+00 5.240641e-01 6.202140e-01 4.412769e-01 -2.221046e-01 7.153167e-01 -6.017965e-01 1.252884e+00 -1.354688e-01 1.397374e-02 -2.786667e-01 1.876461e+00 
20 261 -7.826078762849106789e+08 0 0 8.806941e-01 1.531492e+00 1.157691e+00 8.256419e-01 1.488767e+00 1.466279e+00 -4.641783e-01 -3.922324e-01 8.670397e-01 1.010342e+00 1.447668e+00 3.306081e-01 1.355506e+00 6.102665e-01 5.420675e-01 6.183866e-01 -1.762654e-01 6.806345e-01 -3.821969e-01 6.749681e-01 -1.694457e-01 1.239347e-01 -3.192772e-01 1.226524e+00 
